iata_code,name,municipality,iso_country,iso_region,type,latitude_deg,longitude_deg
VIJ,Virgin Gorda Airport,Spanish Town,VG,VG-U-A,medium_airport,18.446634,-64.427932
VIL,Dakhla Airport,Dakhla,EH,EH-U-A,large_airport,23.7183,-15.932
VIT,Vitoria Airport,Alava,ES,ES-PV,medium_airport,42.882801,-2.72447
VIX,Eurico de Aguiar Salles International Airport,Vitória,BR,BR-ES,large_airport,-20.258,-40.285
VJB,Xai-Xai Chongoene Airport,Xai-Xai,MZ,MZ-G,small_airport,-24.892909,33.753024
VKG,Rach Gia Airport,Rach Gia,VN,VN-SW,medium_airport,9.95802997234,105.132379532
VKO,Vnukovo International Airport,Moscow,RU,RU-MOW,large_airport,55.591499,37.261501
VKT,Vorkuta Airport,Vorkuta,RU,RU-KO,medium_airport,67.488602,63.993099
VLC,Valencia Airport,Valencia,ES,ES-VC,large_airport,39.489162,-0.480961
VLD,Valdosta Regional Airport,Valdosta,US,US-GA,medium_airport,30.782499313354492,-83.27670288085938
VLI,Bauerfield International Airport,Port Vila,VU,VU-SEE,large_airport,-17.699301,168.320007
VLL,Valladolid Airport,Valladolid,ES,ES-CL,medium_airport,41.7061,-4.85194
VLN,Arturo Michelena International Airport,Valencia,VE,VE-G,large_airport,10.149733,-67.928398
VLS,Valesdir Airport,Epi Island,VU,VU-SEE,small_airport,-16.796100616500002,168.177001953
VLV,Dr. Antonio Nicolás Briceño Airport,Valera,VE,VE-T,medium_airport,9.340478,-70.584061
VMU,Baimuru Airport,Baimuru,PG,PG-GPK,medium_airport,-7.496955,144.821756
VNO,Vilnius International Airport,Vilnius,LT,LT-VL,large_airport,54.634102,25.285801
VNS,Lal Bahadur Shastri International Airport,Varanasi,IN,IN-UP,large_airport,25.452171,82.862549
VNX,Vilankulo Airport,Vilanculo,MZ,MZ-I,medium_airport,-22.018400192260742,35.31330108642578
VOG,Volgograd International Airport,Volgograd,RU,RU-VGG,large_airport,48.78134,44.339194
VOL,Nea Anchialos National Airport,Nea Anchialos,GR,GR-E,medium_airport,39.219601,22.7943
VOZ,Voronezh International Airport,Voronezh,RU,RU-VOR,medium_airport,51.814324,39.230948
VPE,Ngjiva Pereira Airport,Ngiva,AO,AO-CNN,medium_airport,-17.0435009003,15.683799743700002
VPN,Vopnafjörður Airport,Vopnafjörður,IS,IS-7,medium_airport,65.720596,-14.8506
VPS,Destin-Fort Walton Beach Airport,Valparaiso,US,US-FL,medium_airport,30.481315,-86.515839
VPY,Chimoio Airport,Chimoio,MZ,MZ-B,medium_airport,-19.15130043029785,33.42900085449219
VQS,Antonio Rivera Rodriguez Airport,Vieques,PR,PR-U-A,medium_airport,18.1348,-65.493599
VRA,Juan Gualberto Gomez International Airport,Matanzas,CU,CU-04,large_airport,23.034401,-81.435303
VRB,Vero Beach Regional Airport,Vero Beach,US,US-FL,medium_airport,27.6556,-80.417901
VRC,Virac Airport,Virac,PH,PH-CAT,medium_airport,13.576399803161621,124.20600128173828
VRL,Vila Real Airport,Vila Real,PT,PT-17,medium_airport,41.2743,-7.72047
VRN,Verona Villafranca Valerio Catullo Airport,Caselle (VR),IT,IT-34,large_airport,45.394955,10.887303
VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,MX,MX-TAB,large_airport,17.994283,-92.818199
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,PT-18,medium_airport,40.725498,-7.88899
VST,Stockholm Västerås Airport,Stockholm / Västerås,SE,SE-U,large_airport,59.589401,16.6336
VSV,Shravasti Airport,Shravasti,IN,IN-UP,small_airport,27.499732,82.032927
VTE,Wattay International Airport,Vientiane,LA,LA-VT,large_airport,17.985052,102.566692
VTU,Hermanos Ameijeiras Airport,Las Tunas,CU,CU-10,medium_airport,20.9876,-76.935799
VTZ,Alluri Sitarama Raju International Airport (Vizag),Visakhapatnam,IN,IN-AP,large_airport,17.971512,83.503617
VUP,Alfonso López Pumarejo Airport,Valledupar,CO,CO-CES,medium_airport,10.435,-73.2495
VUS,Velikiy Ustyug Airport,Velikiy Ustyug,RU,RU-VLG,medium_airport,60.7883,46.259998
VVC,Vanguardia Airport,Villavicencio,CO,CO-MET,medium_airport,4.16787,-73.6138
VVI,Viru Viru International Airport,Santa Cruz,BO,BO-S,large_airport,-17.6448,-63.135399
VVO,Vladivostok International Airport,Artyom,RU,RU-PRI,large_airport,43.396256,132.148155
VVZ,Illizi Takhamalt Airport,Illizi,DZ,DZ-33,medium_airport,26.723499,8.62265
VXC,Lichinga Airport,Lichinga,MZ,MZ-A,medium_airport,-13.274,35.2663
VXE,Cesaria Evora International Airport,São Pedro,CV,CV-B,large_airport,16.833363,-25.055308
VXO,Växjö Kronoberg Airport,Växjö,SE,SE-G,medium_airport,56.929100036621094,14.727999687194824
VYI,Vilyuisk Airport,Vilyuisk,RU,RU-SA,medium_airport,63.756668,121.693336
WAA,Wales Airport,Wales,US,US-AK,small_airport,65.622593,-168.095
WAE,Wadi Al Dawasir Domestic Airport,Wadi Al Dawasir,SA,SA-01,medium_airport,20.504299,45.1996
WAG,Wanganui Airport,Wanganui,NZ,NZ-MWT,medium_airport,-39.963467,175.02444
WAW,Warsaw Chopin Airport,Warsaw,PL,PL-MZ,large_airport,52.165699,20.9671
WBB,Stebbins Airport,Stebbins,US,US-AK,small_airport,63.515999,-162.278
WBM,Wapenamanda Airport,Wapenamanda,PG,PG-EPW,medium_airport,-5.635293,143.892231
WBQ,Beaver Airport,Beaver,US,US-AK,small_airport,66.362198,-147.406998
WDH,Hosea Kutako International Airport,Windhoek,NA,NA-KH,large_airport,-22.4799,17.4709
WDN,Waldron Airstrip,Eastsound,US,US-WA,small_airport,48.71141,-123.018208
WDS,Shiyan Wudangshan Airport,Shiyan (Maojian),CN,CN-42,medium_airport,32.592889,110.906296
WEF,Weifang Nanyuan Airport,Weifang (Kuiwen),CN,CN-37,medium_airport,36.646702,119.119003
WEH,Weihai Dashuibo Airport,Weihai,CN,CN-37,medium_airport,37.187099,122.228996
WEI,Weipa Airport,Weipa,AU,AU-QLD,medium_airport,-12.677493,141.922618
WGA,Wagga Wagga Airport,Forest Hill,AU,AU-NSW,medium_airport,-35.163484,147.46832
WGE,Walgett Airport,,AU,AU-NSW,medium_airport,-30.032801,148.126007
WGN,Shaoyang Wugang Airport,Shaoyang (Wugang),CN,CN-43,medium_airport,26.806123,110.641042
WGP,Umbu Mehang Kunda Airport,Waingapu-Sumba Island,ID,ID-NT,small_airport,-9.66922,120.302002
WHA,Wuhu Xuanzhou Airport,Wuhu,CN,CN-34,medium_airport,31.1045,118.66687
WHK,Whakatāne Airport,Whakatāne,NZ,NZ-BOP,medium_airport,-37.922224,176.91696
WIC,Wick John O'Groats Airport,Wick,GB,GB-SCT,medium_airport,58.4589,-3.09306
WIL,Nairobi Wilson Airport,Nairobi,KE,KE-47,medium_airport,-1.32172,36.8148
WIN,Winton Airport,,AU,AU-QLD,medium_airport,-22.36359977722168,143.08599853515625
WJR,Wajir Airport,Wajir,KE,KE-08,medium_airport,1.73324,40.091599
WJU,Wonju Airport / Hoengseong Air Base (K-38/K-46),Wonju,KR,KR-42,medium_airport,37.437113,127.960051
WKA,Wanaka Airport,Wanaka,NZ,NZ-OTA,medium_airport,-44.722091,169.246287
WKJ,Wakkanai Airport,Wakkanai,JP,JP-01,medium_airport,45.4042015076,141.800994873
WKK,Aleknagik / New Airport,Aleknagik,US,US-AK,medium_airport,59.2826004028,-158.617996216
WLG,Wellington International Airport,Wellington,NZ,NZ-WGN,large_airport,-41.326839,174.806862
WLH,Walaha Airport,Walaha,VU,VU-PAM,small_airport,-15.412,167.690994
WLK,Selawik Airport,Selawik,US,US-AK,small_airport,66.600098,-159.985992
WLS,Hihifo Airport,Wallis Island,WF,WF-U-A,large_airport,-13.239445,-176.19865
WMI,Warsaw Modlin Airport,Nowy Dwór Mazowiecki,PL,PL-MZ,large_airport,52.451099,20.6518
WMN,Maroantsetra Airport,Maroantsetra,MG,MG-A,medium_airport,-15.437742,49.689081
WMO,White Mountain Airport,White Mountain,US,US-AK,small_airport,64.689201,-163.412994
WMT,Zunyi Maotai Airport,Zunyi,CN,CN-52,medium_airport,27.961837,106.435416
WMX,Wamena Airport,Wamena,ID,ID-PP,medium_airport,-4.097324,138.952417
WNA,Napakiak Airport,Napakiak,US,US-AK,small_airport,60.6903,-161.979004
WNH,Wenshan Puzhehei Airport,Wenshan,CN,CN-53,small_airport,23.5583,104.3255
WNI,Matahora Airport,Wangi-wangi Island,ID,ID-SG,medium_airport,-5.292123,123.636233
WNN,Wunnumin Lake Airport,Wunnumin Lake,CA,CA-ON,small_airport,52.893902,-89.2892
WNP,Naga Airport,Naga,PH,PH-CAS,medium_airport,13.58489990234375,123.2699966430664
WNR,Windorah Airport,Windorah,AU,AU-QLD,medium_airport,-25.410641,142.668428
WNS,Shaheed Benazirabad Airport,Nawabashah,PK,PK-SD,medium_airport,26.2194,68.390099
WNZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),CN,CN-33,large_airport,27.910572,120.853465
WOS,Wonsan Kalma Airport,Wonsan,KP,KP-07,medium_airport,39.165219,127.487931
WRE,Whangarei Airport,Whangarei,NZ,NZ-NTL,medium_airport,-35.769253,174.363713
WRG,Wrangell Airport,Wrangell,US,US-AK,medium_airport,56.48429871,-132.3699951
WRO,Copernicus Wrocław Airport,Wrocław,PL,PL-DS,large_airport,51.103719,16.882096
WRY,Westray Airport,"Westray, Orkney Islands",GB,GB-SCT,small_airport,59.350475,-2.950062
WSK,Chongqing Wushan Airport,Wushan,CN,CN-50,small_airport,31.06896,109.708958
WSN,South Naknek Number 2 Airport,South Naknek,US,US-AK,small_airport,58.702362,-157.005444
WST,Westerly State Airport,Westerly,US,US-RI,medium_airport,41.349602,-71.803398
WSZ,Westport Airport,Westport,NZ,NZ-WTC,medium_airport,-41.737111,171.579033
WTA,Tambohorano Airport,Tambohorano,MG,MG-M,small_airport,-17.476101,43.972801
WTB,Toowoomba Wellcamp Airport,Toowoomba,AU,AU-QLD,large_airport,-27.558332,151.793335
WTE,Wotje Airport,Wotje,MH,MH-WTJ,small_airport,9.458333,170.238611
WTK,Noatak Airport,Noatak,US,US-AK,small_airport,67.561241,-162.980461
WTL,Tuntutuliak Airport,Tuntutuliak,US,US-AK,small_airport,60.351243,-162.654476
WTO,Wotho Island Airport,Wotho Island,MH,MH-WTN,small_airport,10.1733,166.003006
WUA,Wuhai Airport,Wuhai,CN,CN-15,medium_airport,39.7934,106.7993
WUH,Wuhan Tianhe International Airport,Wuhan (Huangpi),CN,CN-42,large_airport,30.774798,114.213723
WUN,Wiluna Airport,,AU,AU-WA,medium_airport,-26.632691,120.221906
WUS,Nanping Wuyishan Airport,Wuyishan,CN,CN-35,medium_airport,27.7019,118.000999
WUT,Xinzhou Wutaishan Airport,Xinzhou,CN,CN-14,small_airport,38.597456,112.969173
WUU,Wau Airport,Wau,SS,SS-BW,medium_airport,7.72583,27.975
WUX,Sunan Shuofang International Airport,Wuxi,CN,CN-32,large_airport,31.496952,120.43038
WUZ,Wuzhou Xijiang Airport,Tangbu,CN,CN-45,medium_airport,23.40316,111.09331
WVB,Walvis Bay International Airport,Walvis Bay(Rooikop),NA,NA-ER,large_airport,-22.979332,14.647102
WWK,Wewak International Airport,Wewak,PG,PG-ESW,medium_airport,-3.58383011818,143.669006348
WWT,Mertarvik Airport,Mertarvik,US,US-AK,small_airport,60.81037,-164.499511
WXN,Wanzhou Wuqiao Airport,Wanzhou,CN,CN-50,small_airport,30.8017,108.433
WYA,Whyalla Airport,Whyalla,AU,AU-SA,medium_airport,-33.05889892578125,137.51400756835938
WYS,Yellowstone Airport,West Yellowstone,US,US-MT,medium_airport,44.6884,-111.117996
XAI,Xinyang Minggang Airport,Xinyang,CN,CN-41,medium_airport,32.540819,114.079141
XAP,Serafin Enoss Bertaso Airport,Chapecó,BR,BR-SC,medium_airport,-27.134199,-52.656601
XBE,Bearskin Lake Airport,Bearskin Lake,CA,CA-ON,small_airport,53.965599060058594,-91.0271987915039
XBJ,Birjand International Airport,Birjand,IR,IR-29,large_airport,32.896525,59.281258
XCH,Christmas Island International Airport,Flying Fish Cove,CX,CX-U-A,medium_airport,-10.450387,105.6911
XCR,Chalons Vatry airport,Chalons en Champagne,FR,FR-GES,medium_airport,48.77333,4.20611
XFN,Xiangyang Liuji Airport,Xiangyang (Xiangzhou),CN,CN-42,medium_airport,32.152222,112.291666
XGR,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA,CA-QC,small_airport,58.711399,-65.992798
XIC,Xichang Qingshan Airport,Liangshan (Xichang),CN,CN-51,medium_airport,27.9891,102.183998
XIL,Xilinhot Airport,Xilinhot,CN,CN-15,medium_airport,43.91559982299805,115.96399688720703
XIY,Xi'an Xianyang International Airport,Xi'an,CN,CN-61,large_airport,34.442207,108.762385
XKH,Xieng Khouang Airport,Xieng Khouang,LA,LA-XI,small_airport,19.450001,103.157997
XKS,Kasabonika Airport,Kasabonika,CA,CA-ON,medium_airport,53.52470016479492,-88.6427993774414
XLB,Lac Brochet Airport,Lac Brochet,CA,CA-MB,small_airport,58.614279,-101.468954
XMH,Manihi Airport,,PF,PF-U-A,medium_airport,-14.436800003051758,-146.07000732421875
XMN,Xiamen Gaoqi International Airport,Xiamen,CN,CN-35,large_airport,24.543889,118.127454
XMS,Coronel E Carvajal Airport,Macas,EC,EC-S,medium_airport,-2.2991700172424316,-78.12079620361328
XMY,Yam Island Airport,Yam Island,AU,AU-QLD,small_airport,-9.899187,142.774265
XNA,Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers,US,US-AR,medium_airport,36.281898,-94.306801
XNN,Xining Caojiabao International Airport,Haidong (Huzhu Tu Autonomous County),CN,CN-63,large_airport,36.52775,102.040215
XPK,Pukatawagan Airport,Pukatawagan,CA,CA-MB,small_airport,55.749199,-101.265999
XPL,Palmerola International Airport,Palmerola,HN,HN-CM,large_airport,14.3824,-87.621201
XQP,Quepos Managua Airport,Quepos,CR,CR-P,medium_airport,9.44316,-84.129799
XQU,Qualicum Beach Airport,Qualicum Beach,CA,CA-BC,medium_airport,49.337456,-124.393086
XRY,Jerez Airport,Jerez de la Frontera,ES,ES-AN,medium_airport,36.744598,-6.06011
XSC,South Caicos Airport,South Caicos,TC,TC-SC,medium_airport,21.515699,-71.528503
XSI,South Indian Lake Airport,South Indian Lake,CA,CA-MB,small_airport,56.792801,-98.907204
XSP,Seletar Airport,Seletar,SG,SG-02,medium_airport,1.41555,103.86673
XTG,Thargomindah Airport,Thargomindah,AU,AU-QLD,medium_airport,-27.986368,143.812065
XTL,Tadoule Lake Airport,Tadoule Lake,CA,CA-MB,small_airport,58.706308,-98.511057
XUZ,Xuzhou Guanyin International Airport,Xuzhou,CN,CN-32,medium_airport,34.059056,117.555278
XWA,Williston Basin International Airport,Williston,US,US-ND,medium_airport,48.260863,-103.75116
XYA,Yandina Airport,Yandina,SB,SB-CE,small_airport,-9.092816,159.21841
YAA,Anahim Lake Airport,Anahim Lake,CA,CA-BC,medium_airport,52.451501,-125.303776
YAB,Arctic Bay Airport,Arctic Bay,CA,CA-NU,small_airport,73.006101,-85.04616
YAC,Cat Lake Airport,Cat Lake,CA,CA-ON,small_airport,51.7272,-91.824402
YAG,Fort Frances Municipal Airport,Fort Frances,CA,CA-ON,medium_airport,48.655749,-93.44349
YAK,Yakutat Airport,Yakutat,US,US-AK,medium_airport,59.508717,-139.660435
YAL,Alert Bay Airport,Alert Bay,CA,CA-BC,small_airport,50.582199,-126.916
YAM,Sault Ste Marie Airport,Sault Ste Marie,CA,CA-ON,medium_airport,46.483216,-84.508467
YAP,Yap International Airport,Yap Island,FM,FM-YAP,large_airport,9.49891,138.082993
YAS,Yasawa Island Airport,Yasawa Island,FJ,FJ-W,small_airport,-16.7589,177.544998
YAT,Attawapiskat Airport,Attawapiskat,CA,CA-ON,small_airport,52.927502,-82.4319
YAX,Wapekeka Airport,Angling Lake,CA,CA-ON,small_airport,53.84920120239258,-89.57939910888672
YAY,St. Anthony Airport,St. Anthony,CA,CA-NL,medium_airport,51.391909,-56.08321
YAZ,Tofino / Long Beach Airport,Tofino,CA,CA-BC,medium_airport,49.079833,-125.775583
YBB,Kugaaruk Airport,Kugaaruk,CA,CA-NU,small_airport,68.535711,-89.805508
YBC,Baie-Comeau Airport,Baie-Comeau,CA,CA-QC,medium_airport,49.1325,-68.204399
YBE,Uranium City Airport,Uranium City,CA,CA-SK,small_airport,59.561401,-108.481003
YBG,Saguenay-Bagotville Airport,Saguenay,CA,CA-QC,medium_airport,48.330123,-70.992012
YBI,Black Tickle Airport,Black Tickle,CA,CA-NL,small_airport,53.469836,-55.787501
YBK,Baker Lake Airport,Baker Lake,CA,CA-NU,medium_airport,64.29889678960001,-96.077796936
YBL,Campbell River Airport,Campbell River,CA,CA-BC,medium_airport,49.950802,-125.271004
YBP,Yibin Wuliangye Airport,Yibin (Cuiping),CN,CN-51,medium_airport,28.858431,104.526157
YBR,Brandon Municipal Airport,Brandon,CA,CA-MB,medium_airport,49.91,-99.951897
YBT,Brochet Airport,Brochet,CA,CA-MB,small_airport,57.8894,-101.679001
YBV,Berens River Airport,Berens River,CA,CA-MB,small_airport,52.358898,-97.018303
YBX,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,CA,CA-QC,medium_airport,51.4436,-57.185299
YBY,Bonnyville Airport,Bonnyville,CA,CA-AB,medium_airport,54.304199,-110.744003
YCB,Cambridge Bay Airport,Cambridge Bay,CA,CA-NU,medium_airport,69.1081008911,-105.138000488
YCD,Nanaimo Airport,Nanaimo,CA,CA-BC,medium_airport,49.05497,-123.869863
YCG,Castlegar/West Kootenay Regional Airport,Castlegar,CA,CA-BC,medium_airport,49.296398,-117.632004
YCK,Tommy Kochon Airport,Colville Lake,CA,CA-NT,small_airport,67.02015,-126.128364
YCM,Niagara District Airport,Niagara-on-the-Lake,CA,CA-ON,medium_airport,43.191598,-79.171686
YCO,Kugluktuk Airport,Kugluktuk,CA,CA-NU,small_airport,67.816408,-115.14307
YCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,CA,CA-MB,small_airport,54.609758,-97.762442
YCS,Chesterfield Inlet Airport,Chesterfield Inlet,CA,CA-NU,small_airport,63.346901,-90.731102
YCU,Yuncheng Yanhu International Airport,Yuncheng (Yanhu),CN,CN-61,large_airport,35.117823,111.034023
YCY,Clyde River Airport,Clyde River,CA,CA-NU,small_airport,70.486099,-68.516701
YDA,Dawson City Airport,Dawson City,CA,CA-YT,medium_airport,64.04309844970703,-139.1280059814453
YDF,Deer Lake Airport,Deer Lake,CA,CA-NL,medium_airport,49.208159,-57.396147
YDL,Dease Lake Airport,Dease Lake,CA,CA-BC,small_airport,58.422199,-130.031998
YDN,Dauphin Barker Airport,Dauphin,CA,CA-MB,medium_airport,51.1008,-100.052002
YDP,Nain Airport,Nain,CA,CA-NL,small_airport,56.550778,-61.682224
YDV,Bloodvein River Airport,Bloodvein River,CA,CA-MB,small_airport,51.784568,-96.692305
YEG,Edmonton International Airport,Edmonton,CA,CA-AB,large_airport,53.3097,-113.580002
YEI,Bursa Yenişehir Airport,Yenişehir,TR,TR-16,medium_airport,40.255199,29.562599
YEK,Arviat Airport,Arviat,CA,CA-NU,small_airport,61.0942,-94.070801
YER,Fort Severn Airport,Fort Severn,CA,CA-ON,small_airport,56.018902,-87.676102
YEV,Inuvik Mike Zubko Airport,Inuvik,CA,CA-NT,medium_airport,68.30419921880001,-133.483001709
YFA,Fort Albany Airport,Fort Albany,CA,CA-ON,small_airport,52.203451,-81.695194
YFB,Iqaluit Airport,Iqaluit,CA,CA-NU,medium_airport,63.756402,-68.555801
YFC,Fredericton International Airport,Fredericton,CA,CA-NB,medium_airport,45.868697,-66.529891
YFH,Fort Hope Airport,Fort Hope,CA,CA-ON,small_airport,51.561901,-87.907799
YFJ,Wekweètì Airport,Wekweètì,CA,CA-NT,small_airport,64.190804,-114.077002
YFO,Flin Flon Airport,Flin Flon,CA,CA-MB,small_airport,54.678101,-101.681999
YFS,Fort Simpson Airport,Fort Simpson,CA,CA-NT,medium_airport,61.76020050048828,-121.23699951171875
YFX,St. Lewis (Fox Harbour) Airport,St. Lewis,CA,CA-NL,small_airport,52.372799,-55.673901
YGH,Fort Good Hope Airport,Fort Good Hope,CA,CA-NT,small_airport,66.240658,-128.647757
YGJ,Yonago Kitaro Airport / JASDF Miho Air Base,Yonago,JP,JP-31,medium_airport,35.492199,133.235992
YGL,La Grande Rivière Airport,La Grande Rivière,CA,CA-QC,medium_airport,53.625301361083984,-77.7042007446289
YGO,Gods Lake Narrows Airport,Gods Lake Narrows,CA,CA-MB,small_airport,54.55768,-94.490061
YGP,Michel-Pouliot Gaspé Airport,Gaspé,CA,CA-QC,medium_airport,48.774915,-64.481893
YGR,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA,CA-QC,medium_airport,47.425242,-61.778612
YGT,Igloolik Airport,Igloolik,CA,CA-NU,small_airport,69.3647,-81.816101
YGV,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA,CA-QC,medium_airport,50.281898,-63.611401
YGW,Kuujjuarapik Airport,Kuujjuarapik,CA,CA-QC,medium_airport,55.281898498535156,-77.76529693603516
YGX,Gillam Airport,Gillam,CA,CA-MB,small_airport,56.35712,-94.711504
YGZ,Grise Fiord Airport,Grise Fiord,CA,CA-NU,small_airport,76.425823,-82.908583
YHA,Port Hope Simpson Airport,Port Hope Simpson,CA,CA-NL,small_airport,52.528099060058594,-56.28609848022461
YHG,Charlottetown Airport,Charlottetown,CA,CA-NL,small_airport,52.765774,-56.11237
YHI,Ulukhaktok Holman Airport,Ulukhaktok,CA,CA-NT,small_airport,70.762802,-117.806
YHK,Gjoa Haven Airport,Gjoa Haven,CA,CA-NU,small_airport,68.635597,-95.849701
YHM,John C. Munro Hamilton International Airport,Hamilton,CA,CA-ON,large_airport,43.171308,-79.929416
YHO,Hopedale Airport,Hopedale,CA,CA-NL,small_airport,55.448757,-60.228124
YHP,Poplar Hill Airport,Poplar Hill,CA,CA-ON,small_airport,52.1133,-94.2556
YHR,Chevery Airport,Chevery,CA,CA-QC,small_airport,50.468322,-59.637823
YHU,Montréal / Saint-Hubert Metropolitan Airport,Montréal,CA,CA-QC,medium_airport,45.517502,-73.416901
YHY,Hay River / Merlyn Carter Airport,Hay River,CA,CA-NT,medium_airport,60.8396987915,-115.782997131
YHZ,Halifax / Stanfield International Airport,Halifax,CA,CA-NS,large_airport,44.8807983398,-63.5085983276
YIA,Yogyakarta International Airport,Yogyakarta,ID,ID-YO,large_airport,-7.905338,110.057264
YIC,Yichun Mingyueshan Airport,Yichun,CN,CN-36,medium_airport,27.8025,114.3062
YIE,Arxan Yi'ershi Airport,Arxan,CN,CN-15,medium_airport,47.3106,119.9117
YIF,St Augustin Airport,St-Augustin,CA,CA-QC,medium_airport,51.2117,-58.658298
YIH,Yichang Sanxia Airport,Yichang (Xiaoting),CN,CN-42,medium_airport,30.554132,111.482563
YIK,Ivujivik Airport,Ivujivik,CA,CA-QC,small_airport,62.417301,-77.925301
YIN,Ili Yining International Airport,Ili (Yining / Ghulja),CN,CN-65,medium_airport,43.955799,81.330299
YIO,Pond Inlet Airport,Pond Inlet,CA,CA-NU,small_airport,72.689494,-77.968941
YIV,Island Lake Airport,Island Lake,CA,CA-MB,medium_airport,53.857200622558594,-94.65360260009766
